station,phylum,class,order,family,taxa,rep.a,rep.b,rep.c,total,
GS-3,Annelida,Polychaeta,Phyllodocida,Goniadidae,Glycinde solitaria,0,1,1,2,
GS-3,Annelida,Polychaeta,Scolecida,Capitellidae,Mediomastus (LPIL),3,3,5,11,
GS-3,Annelida,Polychaeta,Spionida,Chaetopteridae,Spiochaetopterus oculatus,1,0,1,2,
GS-3,Annelida,Polychaeta,Spionida,Spionidae,Apoprionospio pygmaea,0,0,2,2,
GS-3,Annelida,Polychaeta,Spionida,Spionidae,Paraprionospio pinnata,1,1,3,5,
GS-3,Arthropoda,Malacostraca,Amphipoda,Haustoriidae,Acanthohaustorius sp. C,7,5,3,15,
GS-3,Arthropoda,Malacostraca,Cumacea,Diastylidae,Oxyurostylis lecroyae,0,1,0,1,
GS-3,Arthropoda,Malacostraca,Decapoda,Paguridae,Pagurus (LPIL),1,0,0,1,
GS-3,Arthropoda,Malacostraca,Decapoda,Pinnotheridae,Pinnixa sayana,0,0,2,2,
GS-3,Chordata,Leptocardii,Amphioxiformes,Branchiostomatidae,Branchiostoma (LPIL),1,0,1,2,
GS-3,Echinodermata,Echinoidea,,,Echinoidea (LPIL),1,0,0,1,
GS-3,Mollusca,Bivalvia,Pholadomyoida,Pandoridae,Pandora trilineata,1,0,0,1,
GS-3,Mollusca,Bivalvia,Venerida,Veneridae,Chione elevata,0,1,0,1,
BI-HS1,Mollusca,Bivalvia,Veneroida,Tellinidae,Tellinidae (LPIL),3,4,5,12,
BI-NDK1,Mollusca,Bivalvia,Veneroida,Tellinidae,Tellinidae (LPIL),0,2,1,3,
BI-NDK6,Mollusca,Bivalvia,Veneroida,Tellinidae,Tellinidae (LPIL),0,0,1,1,
BI-NDK8,Mollusca,Bivalvia,Veneroida,Tellinidae,Tellinidae (LPIL),1,0,0,1,
GS-3,Mollusca,Gastropoda,Cephalaspidea,Scaphandridae,Acteocina canaliculata,2,0,1,3,
GS-3,Mollusca,Gastropoda,Neogastropoda,Nassariidae,Nassarius acutus,0,1,0,1,
GS-3,Mollusca,Gastropoda,Neotaenioglossa,Naticidae,Tectonatica pusilla,1,0,0,1,
GS-3,Nemertea,Anopla,Paleonemertea,Tubulanidae,Tubulanus sp. A,1,0,0,1,
GS-3,Nemertea,,,,Nemertea (LPIL),0,0,1,1,
GS-5,Annelida,Polychaeta,Opheliida,Opheliidae,Armandia maculata,0,0,1,1,
GS-5,Annelida,Polychaeta,Orbiniida,Orbiniidae,Scoloplos rubra,1,0,0,1,
GS-5,Annelida,Polychaeta,Oweniida,Oweniidae,Owenia fusiformis,0,1,1,2,
GS-5,Annelida,Polychaeta,Phyllodocida,Goniadidae,Glycinde solitaria,1,0,0,1,
GS-5,Annelida,Polychaeta,Phyllodocida,Phyllodocidae,Phyllodoce (LPIL),0,1,0,1,
GS-5,Annelida,Polychaeta,Scolecida,Capitellidae,Mediomastus (LPIL),4,2,0,6,
GS-5,Annelida,Polychaeta,Scolecida,Capitellidae,Mediomastus ambiseta,0,1,2,3,
GS-5,Annelida,Polychaeta,Scolecida,Capitellidae,Notomastus latericeus,0,0,1,1,
GS-5,Annelida,Polychaeta,Spionida,Spionidae,Apoprionospio pygmaea,2,1,0,3,
GS-5,Annelida,Polychaeta,Spionida,Spionidae,Paraprionospio pinnata,1,1,0,2,
GS-5,Arthropoda,Malacostraca,Amphipoda,Ampeliscidae,Ampelisca (LPIL),1,0,0,1,
GS-5,Arthropoda,Malacostraca,Amphipoda,Haustoriidae,Acanthohaustorius sp. C,7,2,2,11,
GS-5,Arthropoda,Malacostraca,Cumacea,Diastylidae,Oxyurostylis lecroyae,3,0,3,6,
GS-5,Arthropoda,Malacostraca,Decapoda,Ogyrididae,Ogyrides alphaerostris,1,0,0,1,
GS-5,Arthropoda,Malacostraca,Decapoda,Pasiphaeidae,Leptochela serratorbita,0,0,1,1,
GS-5,Arthropoda,Malacostraca,Decapoda,Pinnotheridae,Pinnixa sayana,1,0,0,1,
GS-5,Arthropoda,Malacostraca,Decapoda,Processidae,Processa hemphilli,0,1,0,1,
GS-5,Chordata,Leptocardii,Amphioxiformes,Branchiostomatidae,Branchiostoma (LPIL),3,0,0,3,
GS-5,Cnidaria,Anthozoa,Actiniaria,,Actiniaria (LPIL),0,2,1,3,
GS-5,Mollusca,Bivalvia,Pholadomyoida,Pandoridae,Pandora trilineata,0,0,1,1,
GS-5,Mollusca,Bivalvia,Venerida,Veneridae,Chione elevata,0,0,1,1,
GS-5,Mollusca,Bivalvia,Venerida,Veneridae,Veneridae (LPIL),1,1,0,2,
BI-SDK5,Mollusca,Bivalvia,Veneroida,Tellinidae,Tellinidae (LPIL),0,1,0,1,
BI-SIP4,Mollusca,Bivalvia,Veneroida,Tellinidae,Tellinidae (LPIL),1,1,1,3,
BS1,Mollusca,Bivalvia,Veneroida,Tellinidae,Tellinidae (LPIL),0,1,0,1,
GS-23,Mollusca,Bivalvia,Veneroida,Tellinidae,Tellinidae (LPIL),1,0,0,1,
GS-27,Mollusca,Bivalvia,Veneroida,Tellinidae,Tellinidae (LPIL),0,1,2,3,
GS-5,Nemertea,Anopla,Paleonemertea,Tubulanidae,Tubulanus sp. A,0,2,0,2,
GS-5,Nemertea,,,,Nemertea (LPIL),0,1,0,1,
GS10,Annelida,Polychaeta,Archiannelida,Polygordiidae,Polygordius (LPIL),9,4,8,21,
GS10,Annelida,Polychaeta,Opheliida,Opheliidae,Armandia maculata,1,0,1,2,
GS10,Annelida,Polychaeta,Orbiniida,Orbiniidae,Scoloplos rubra,0,1,0,1,
GS10,Annelida,Polychaeta,Phyllodocida,Nereididae,Nereis micromma,0,0,1,1,
GS10,Annelida,Polychaeta,Phyllodocida,Pilargidae,Ancistrosyllis hartmanae,0,1,0,1,
GS10,Annelida,Polychaeta,Phyllodocida,Syllidae,Parapionosyllis uebelackerae,7,5,4,16,
GS10,Annelida,Polychaeta,Scolecida,Capitellidae,Mediomastus ambiseta,0,1,1,2,
GS10,Annelida,Polychaeta,Spionida,Spionidae,Prionospio steenstrupi,1,0,0,1,
GS10,Annelida,Polychaeta,Spionida,Spionidae,Spio pettiboneae,0,1,0,1,
GS10,Annelida,Polychaeta,Spionida,Spionidae,Spiophanes bombyx,0,1,1,2,
GS10,Annelida,Polychaeta,Terebellida,Cirratulidae,Cirratulidae (LPIL),2,0,0,2,
GS10,Arthropoda,Malacostraca,Decapoda,Pinnotheridae,Pinnotheridae (LPIL),0,1,0,1,
GS10,Arthropoda,Malacostraca,Mysida,Mysidae,Bowmaniella dissimilis,1,2,2,5,
GS10,Chordata,Leptocardii,Amphioxiformes,Branchiostomatidae,Branchiostoma (LPIL),1,1,11,13,
GS10,Cnidaria,Anthozoa,Actiniaria,,Actiniaria (LPIL),1,1,1,3,
GS10,Echinodermata,Ophiuroidea,,,Ophiuroidea (LPIL),0,0,1,1,
GS10,Mollusca,Bivalvia,Venerida,Veneridae,Veneridae (LPIL),0,0,1,1,
GS-28,Mollusca,Bivalvia,Veneroida,Tellinidae,Tellinidae (LPIL),0,0,2,2,
GS10,Mollusca,Gastropoda,Neogastropoda,Nassariidae,Nassarius acutus,1,0,0,1,
GS10,Mollusca,Gastropoda,Neogastropoda,Olividae,Olivella mutica,0,0,1,1,
GS10,Nemertea,Anopla,Paleonemertea,Tubulanidae,Tubulanus sp. A,0,1,0,1,
GS10,Nemertea,,,,Nemertea (LPIL),1,0,1,2,
GS10,Phoronida,,,Phoronidae,Phoronis (LPIL),2,0,0,2,
GS10,Sipuncula,Sipunculidea,Golfingiida,Phascolionidae,Phascolion strombus,2,1,0,3,
GS9,Annelida,Polychaeta,Archiannelida,Polygordiidae,Polygordius (LPIL),2,5,0,7,
GS9,Annelida,Polychaeta,Opheliida,Opheliidae,Armandia maculata,1,0,0,1,
GS9,Annelida,Polychaeta,Phyllodocida,Nephtyidae,Aglaophamus verrilli,1,1,0,2,
GS9,Annelida,Polychaeta,Phyllodocida,Phyllodocidae,Paranaitis speciosa,0,1,0,1,
GS9,Annelida,Polychaeta,Phyllodocida,Phyllodocidae,Phyllodocidae (LPIL),1,0,1,2,
GS9,Annelida,Polychaeta,Phyllodocida,Pilargidae,Sigambra tentaculata,0,1,0,1,
GS9,Annelida,Polychaeta,Phyllodocida,Syllidae,Parapionosyllis uebelackerae,0,1,0,1,
GS9,Annelida,Polychaeta,Scolecida,Capitellidae,Mediomastus (LPIL),2,1,0,3,
GS9,Annelida,Polychaeta,Scolecida,Capitellidae,Notomastus latericeus,0,1,0,1,
GS9,Annelida,Polychaeta,Scolecida,Travisiidae,Travisia parva,17,17,19,53,
GS9,Annelida,Polychaeta,Spionida,Spionidae,Prionospio steenstrupi,1,1,0,2,
GS9,Arthropoda,Malacostraca,Cumacea,Diastylidae,Oxyurostylis lecroyae,2,6,0,8,
GS9,Arthropoda,Malacostraca,Decapoda,Pinnotheridae,Pinnixa sayana,0,2,1,3,
GS9,Arthropoda,Malacostraca,Mysida,Mysidae,Bowmaniella dissimilis,1,1,1,3,
GS9,Chordata,Leptocardii,Amphioxiformes,Branchiostomatidae,Branchiostoma (LPIL),2,0,0,2,
GS9,Cnidaria,Anthozoa,Actiniaria,,Actiniaria (LPIL),0,2,0,2,
GS9,Echinodermata,Ophiuroidea,Ophiurida,Amphiuridae,Amphiuridae (LPIL),1,0,0,1,
GS9,Echinodermata,Ophiuroidea,,,Ophiuroidea (LPIL),0,1,1,2,
GS9,Mollusca,Bivalvia,Myoida,Corbulidae,Caryocorbula contracta,0,2,0,2,
GS-3,Mollusca,Bivalvia,Veneroida,Tellinidae,Tellinidae (LPIL),2,0,0,2,
GS10,Mollusca,Bivalvia,Veneroida,Tellinidae,Tellinidae (LPIL),0,1,1,2,
GS9,Mollusca,Bivalvia,Veneroida,Tellinidae,Tellinidae (LPIL),1,0,0,1,
GS9,Mollusca,Gastropoda,Neogastropoda,Nassariidae,Nassarius acutus,0,2,0,2,
GS9,Nemertea,Anopla,Paleonemertea,Tubulanidae,Tubulanus sp. A,0,1,0,1,
GS9,Sipuncula,Sipunculidea,Golfingiida,Phascolionidae,Phascolion strombus,0,1,0,1,
